,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,player,move
12613,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,b,.,p,p,p,N,.,.,.,.,r,k,.,white,Nc7
12614,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nd5
12615,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,.,b,q,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nxf6+
12616,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Rfd1
12617,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxd6
12618,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,Q,.,q,.,.,p,p,.,.,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxf6
12619,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rd3
12620,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,R,.,b,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rxf3
12621,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,r,.,.,k,.,white,Rxf6
12622,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,.,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,R,.,.,p,p,.,.,.,p,k,p,.,.,.,r,.,.,.,.,white,Rf3
12623,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,k,p,.,.,.,.,.,.,.,.,white,Rg3+
12624,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,c3
12625,R,.,.,.,.,.,K,.,.,.,.,.,r,P,P,P,.,.,P,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,f3
12626,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,Rg5
12627,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,R,.,.,.,.,.,.,p,.,.,p,p,.,.,.,.,.,p,.,.,.,.,.,k,.,.,white,Rh5
12628,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,.,.,p,p,.,.,.,.,k,p,.,.,.,.,.,.,.,.,white,Rd1
12629,.,.,.,R,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rh3
12630,.,.,.,R,.,.,K,.,.,.,.,.,.,.,P,P,.,.,r,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rd7
12631,.,.,r,.,.,.,K,.,.,.,.,.,.,.,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kf2
12632,.,.,.,.,.,.,.,.,.,.,r,.,.,K,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kg3
12633,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,p,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxb7
12634,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,k,p,.,.,.,.,.,p,.,.,p,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxa7
12635,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,p,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxh4
12636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,r,P,.,.,.,.,.,P,K,.,P,.,.,.,P,.,.,R,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kxg2
12637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,k,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b6
12638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,.,k,.,.,P,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b7
12639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,p,k,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,exf5
12640,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,k,.,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b8=Q
12641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,R,.,.,.,.,.,.,.,.,Q,.,.,.,.,.,.,white,Rf7+
12642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,R,.,.,.,Q,.,.,.,.,.,.,white,Qg8+
12643,R,N,B,Q,K,B,N,R,P,P,P,P,P,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,white,e4
12644,R,N,B,Q,K,B,N,R,P,P,P,P,.,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,.,p,p,p,r,n,b,q,k,b,n,r,white,Nf3
12645,R,N,B,Q,K,B,.,R,P,P,P,P,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,n,b,q,k,b,n,r,white,d4
12646,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,.,.,.,.,p,.,.,.,.,.,n,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,d5
12647,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,n,.,.,P,.,.,.,.,.,.,P,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,a3
12648,R,N,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,Nc3
12649,R,.,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,n,r,white,b4
12650,R,.,B,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,.,r,white,Bg5
12651,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,B,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,b5
12652,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,B,.,.,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,Bxf6
12653,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,.,.,p,p,p,r,.,b,q,.,r,k,.,white,Bd3
12654,R,.,.,Q,K,.,.,R,.,.,P,.,.,P,P,P,P,.,N,B,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,O-O
12655,R,.,.,Q,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,n,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Qxd3
12656,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,Q,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,p,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,a4
12657,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,N,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,p,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxd5
12658,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,q,b,.,.,p,p,.,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nc7
12659,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxa8
12660,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,b,.,p,p,p,N,.,.,.,.,r,k,.,white,Nc7
12661,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nd5
12662,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,.,b,q,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nxf6+
12663,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Rfd1
12664,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxd6
12665,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,Q,.,q,.,.,p,p,.,.,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxf6
12666,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,N,.,.,P,.,.,.,P,.,b,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rd3
12667,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,R,.,b,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,.,r,.,k,.,white,Rxf3
12668,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,p,p,.,.,.,p,.,p,.,.,.,r,.,.,k,.,white,Rxf6
12669,R,.,.,.,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,.,.,.,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,R,.,.,p,p,.,.,.,p,k,p,.,.,.,r,.,.,.,.,white,Rf3
12670,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,R,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,k,p,.,.,.,.,.,.,.,.,white,Rg3+
12671,R,.,.,.,.,.,K,.,.,.,P,r,.,P,P,P,.,.,.,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,c3
12672,R,.,.,.,.,.,K,.,.,.,.,.,r,P,P,P,.,.,P,.,.,.,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,f3
12673,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,R,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,.,.,.,p,.,p,.,.,.,.,.,k,.,.,white,Rg5
12674,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,R,.,.,.,.,.,.,p,.,.,p,p,.,.,.,.,.,p,.,.,.,.,.,k,.,.,white,Rh5
12675,R,.,.,.,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,.,.,p,p,.,.,.,.,k,p,.,.,.,.,.,.,.,.,white,Rd1
12676,.,.,.,R,.,.,K,.,.,.,r,.,.,.,P,P,.,.,P,.,.,P,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,R,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rh3
12677,.,.,.,R,.,.,K,.,.,.,.,.,.,.,P,P,.,.,r,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,.,.,.,.,p,.,.,.,.,.,.,.,.,white,Rd7
12678,.,.,r,.,.,.,K,.,.,.,.,.,.,.,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kf2
12679,.,.,.,.,.,.,.,.,.,.,r,.,.,K,P,P,.,.,.,.,.,P,.,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,p,.,.,.,.,.,.,.,.,white,Kg3
12680,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,p,.,.,.,.,.,p,k,.,p,p,.,R,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxb7
12681,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,.,.,P,.,.,p,.,k,p,.,.,.,.,.,p,.,.,p,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxa7
12682,.,.,.,.,.,.,.,.,.,.,r,.,.,.,P,P,.,.,.,.,.,P,K,R,P,.,.,.,P,.,.,p,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Rxh4
12683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,r,P,.,.,.,.,.,P,K,.,P,.,.,.,P,.,.,R,.,P,.,.,p,.,k,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,Kxg2
12684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,k,.,P,.,.,p,.,.,.,.,.,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b6
12685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,.,k,.,.,P,.,.,.,p,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b7
12686,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,P,.,.,.,.,.,.,.,p,p,k,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,exf5
12687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,.,.,.,.,.,.,.,.,p,k,.,.,.,.,.,.,.,.,.,.,R,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,white,b8=Q
12688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,R,.,.,.,.,.,.,.,.,Q,.,.,.,.,.,.,white,Rf7+
12689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K,P,.,.,.,.,.,P,.,.,P,.,.,.,p,.,.,.,.,.,.,.,.,.,k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,R,.,.,.,Q,.,.,.,.,.,.,white,Qg8+
12690,R,N,B,Q,K,B,N,R,P,P,P,P,P,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,white,e4
12691,R,N,B,Q,K,B,N,R,P,P,P,P,.,P,P,P,.,.,.,.,.,.,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,.,p,p,p,p,.,p,p,p,r,n,b,q,k,b,n,r,white,Nf3
12692,R,N,B,Q,K,B,.,R,P,P,P,P,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,.,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,n,b,q,k,b,n,r,white,d4
12693,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,.,.,P,P,.,.,.,.,.,.,.,p,.,.,.,.,.,n,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,d5
12694,R,N,B,Q,K,B,.,R,P,P,P,.,.,P,P,P,.,.,.,.,.,N,.,.,.,n,.,.,P,.,.,.,.,.,.,P,p,.,.,.,.,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,a3
12695,R,N,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,.,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,.,p,p,p,r,.,b,q,k,b,n,r,white,Nc3
12696,R,.,B,Q,K,B,.,R,.,P,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,.,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,n,r,white,b4
12697,R,.,B,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,.,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,k,.,.,r,white,Bg5
12698,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,P,.,.,P,.,.,.,.,.,.,P,p,.,B,.,n,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,b5
12699,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,B,.,.,.,.,p,.,n,.,.,p,p,p,.,b,p,p,p,r,.,b,q,.,r,k,.,white,Bxf6
12700,R,.,.,Q,K,B,.,R,.,.,P,.,.,P,P,P,P,.,N,.,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,.,.,p,p,p,r,.,b,q,.,r,k,.,white,Bd3
12701,R,.,.,Q,K,.,.,R,.,.,P,.,.,P,P,P,P,.,N,B,.,N,.,.,.,.,.,.,P,.,.,.,.,P,n,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,O-O
12702,R,.,.,Q,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,n,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,.,p,.,b,.,.,p,p,p,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Qxd3
12703,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,P,.,N,Q,.,N,.,.,.,.,.,.,P,.,.,.,.,P,.,P,p,.,.,.,.,.,p,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,a4
12704,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,N,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,p,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,q,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxd5
12705,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,q,b,.,.,p,p,.,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nc7
12706,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,.,.,p,p,p,r,.,b,.,.,r,k,.,white,Nxa8
12707,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,.,b,.,p,p,p,N,.,.,.,.,r,k,.,white,Nc7
12708,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,q,.,.,P,.,.,p,.,.,.,.,.,.,p,.,b,.,.,p,p,N,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nd5
12709,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,N,p,.,.,.,.,.,.,p,.,b,q,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Nxf6+
12710,R,.,.,.,.,R,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,r,.,.,.,k,.,white,Rfd1
12711,R,.,.,R,.,.,K,.,.,.,P,.,.,P,P,P,.,.,.,Q,.,N,.,.,P,.,.,.,P,.,.,.,.,P,.,.,p,.,.,.,.,.,.,p,.,q,.,.,p,p,.,b,.,p,p,p,.,.,.,.,r,.,k,.,white,Qxd6
